ROI,ID,subROI,ROI_x1,ROI_y1,ROI_x2,ROI_y2,Angle,Analysis Method,Lower Threshold,Maximum,Centre,Upper Threshold,image path
0,78,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,180,226,209.54347826086956,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-131335.png
0,78,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,195,203,210.5,226,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-131335.png
0,78,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,187,210,204.0,221,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-131335.png
0,78,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,188,205,202.5,217,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-131335.png
0,78,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,180,201,198.52631578947367,218,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-131335.png
0,78,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,179,199,196.5,214,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-131335.png
0,78,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,178,196,195.0,212,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-131335.png
0,78,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,170,194,189.5,209,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-131335.png
0,79,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,170,215,201.78378378378378,221,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-132345.png
0,79,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,185,192,195.5,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-132345.png
0,79,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,166,185,201.17741935483872,233,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-132345.png
0,79,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,193,204,207.53571428571428,222,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-132345.png
0,79,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,181,205,201.41666666666666,219,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-132345.png
0,79,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,180,205,197.87878787878788,214,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-132345.png
0,79,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,177,194,193.5,210,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-132345.png
0,79,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,173,197,191.0,209,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-132345.png
0,79,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,172,192,189.4375,205,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-132345.png
0,79,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,168,188,185.5,203,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-132345.png
0,80,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,170,217,199.73170731707316,221,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-133356.png
0,80,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,178,197,195.1818181818182,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-133356.png
0,80,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,167,185,203.1851851851852,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-133356.png
0,80,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,188,203,204.53571428571428,222,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-133356.png
0,80,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,180,197,198.97297297297297,218,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-133356.png
0,80,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,180,205,197.0,214,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-133356.png
0,80,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,177,194,192.0,207,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-133356.png
0,80,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,168,184,188.97297297297297,208,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-133356.png
0,80,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,172,180,188.06060606060606,205,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-133356.png
0,80,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,168,180,183.0,198,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-133356.png
0,81,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,170,216,201.30555555555554,221,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-134406.png
0,81,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,186,192,195.5,205,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-134406.png
0,81,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,174,185,202.28571428571428,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-134406.png
0,81,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,174,203,203.38709677419354,222,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-134406.png
0,81,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,181,197,199.97142857142856,218,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-134406.png
0,81,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,180,199,197.0,214,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-134406.png
0,81,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,175,194,190.96774193548387,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-134406.png
0,81,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,172,181,189.52777777777777,208,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-134406.png
0,81,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,171,178,187.06060606060606,205,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-134406.png
0,81,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,164,183,182.44117647058823,200,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-134406.png
0,82,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,169,217,198.36363636363637,221,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-135417.png
0,82,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,192,195.9047619047619,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-135417.png
0,82,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,167,185,200.17073170731706,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-135417.png
0,82,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,187,204,205.13793103448276,222,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-135417.png
0,82,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,179,192,197.5,216,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-135417.png
0,82,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,180,192,195.625,212,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-135417.png
0,82,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,173,194,190.96969696969697,208,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-135417.png
0,82,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,172,180,188.5,205,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-135417.png
0,82,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,171,180,187.12121212121212,205,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-135417.png
0,82,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,165,181,182.02857142857144,200,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-135417.png
0,83,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,162,216,196.25,221,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-140428.png
0,83,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,177,190,193.61904761904762,204,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-140428.png
0,83,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,166,185,201.52830188679246,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-140428.png
0,83,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,187,203,203.4,219,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-140428.png
0,83,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,176,197,196.92307692307693,216,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-140428.png
0,83,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,180,197,196.0,212,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-140428.png
0,83,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,176,192,191.0,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-140428.png
0,83,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,171,185,188.0,205,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-140428.png
0,83,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,170,181,186.46875,202,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-140428.png
0,83,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,161,187,180.94594594594594,199,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-140428.png
0,84,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,166,216,196.66666666666666,221,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-141440.png
0,84,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,190,194.0,204,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-141440.png
0,84,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,167,185,199.48837209302326,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-141440.png
0,84,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,174,203,201.5142857142857,222,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-141440.png
0,84,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,179,188,197.47222222222223,216,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-141440.png
0,84,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,177,192,194.5,212,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-141440.png
0,84,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,173,194,189.96969696969697,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-141440.png
0,84,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,168,188,186.5,205,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-141440.png
0,84,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,169,177,185.03030303030303,202,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-141440.png
0,84,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,161,178,180.38888888888889,198,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-141440.png
0,85,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,169,217,197.9111111111111,221,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-142451.png
0,85,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,192,195.45454545454547,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-142451.png
0,85,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,167,185,197.02941176470588,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-142451.png
0,85,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,173,203,201.71052631578948,222,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-142451.png
0,85,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,179,192,197.5,216,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-142451.png
0,85,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,177,190,195.5,214,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-142451.png
0,85,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,173,192,190.5,208,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-142451.png
0,85,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,171,185,188.0,205,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-142451.png
0,85,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,170,181,185.46666666666667,200,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-142451.png
0,85,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,161,180,180.5,200,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-142451.png
0,86,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,68,214,186.675,386,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-143502.png
0,86,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,177,190,192.68,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-143502.png
0,86,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,174,185,196.24137931034483,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-143502.png
0,86,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,172,203,199.41666666666666,222,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-143502.png
0,86,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,176,188,196.5,217,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-143502.png
0,86,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,177,190,194.5,212,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-143502.png
0,86,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,168,192,188.41666666666666,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-143502.png
0,86,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,168,180,186.5,205,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-143502.png
0,86,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,169,178,184.5,200,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-143502.png
0,86,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,161,177,179.0,197,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-143502.png
0,87,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,5,217,181.30769230769232,386,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-144513.png
0,87,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,177,190,191.68,204,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-144513.png
0,87,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,174,185,196.19354838709677,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-144513.png
0,87,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,172,203,199.0,222,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-144513.png
0,87,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,176,188,195.17948717948718,216,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-144513.png
0,87,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,176,190,193.05714285714285,212,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-144513.png
0,87,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,169,190,188.05128205128204,209,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-144513.png
0,87,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,167,180,186.0,205,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-144513.png
0,87,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,164,177,182.03030303030303,200,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-144513.png
0,87,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,160,170,179.0,198,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-144513.png
0,88,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,15,185,177.58510638297872,386,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-145523.png
0,88,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,176,199,192.17857142857142,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-145523.png
0,88,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,174,185,189.91304347826087,221,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-145523.png
0,88,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,172,204,196.55,222,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-145523.png
0,88,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,176,190,194.13513513513513,216,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-145523.png
0,88,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,172,190,193.475,214,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-145523.png
0,88,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,168,182,187.55,209,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-145523.png
0,88,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,168,180,184.58823529411765,204,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-145523.png
0,88,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,162,177,181.05405405405406,200,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-145523.png
0,88,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,160,170,178.0,196,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-145523.png
0,89,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,20,217,184.3582089552239,272,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-150534.png
0,89,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,176,192,192.07142857142858,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-150534.png
0,89,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,167,185,187.1304347826087,221,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-150534.png
0,89,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,172,204,197.52272727272728,222,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-150534.png
0,89,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,176,188,195.55,216,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-150534.png
0,89,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,172,190,193.475,214,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-150534.png
0,89,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,168,182,188.0487804878049,209,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-150534.png
0,89,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,168,181,186.05405405405406,205,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-150534.png
0,89,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,164,177,181.11428571428573,200,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-150534.png
0,89,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,161,170,179.5,198,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-150534.png
0,90,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,68,217,188.92592592592592,221,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-151546.png
0,90,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,177,192,192.125,204,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-151546.png
0,90,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,174,185,185.94736842105263,221,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-151546.png
0,90,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,172,203,199.73529411764707,222,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-151546.png
0,90,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,177,192,193.76470588235293,216,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-151546.png
0,90,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,177,192,194.0857142857143,212,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-151546.png
0,90,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,171,182,188.5,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-151546.png
0,90,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,168,180,185.55555555555554,204,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-151546.png
0,90,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,164,179,182.93103448275863,200,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-151546.png
0,90,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,161,170,178.5,196,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-151546.png
0,91,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,73,211,192.53731343283582,386,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-152558.png
0,91,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,176,193,190.93103448275863,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-152558.png
0,91,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,167,187,196.76923076923077,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-152558.png
0,91,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,173,204,198.55,222,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-152558.png
0,91,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,176,190,194.6578947368421,216,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-152558.png
0,91,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,176,190,194.0,212,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-152558.png
0,91,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,171,182,188.5,206,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-152558.png
0,91,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,168,180,186.05405405405406,205,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-152558.png
0,91,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,169,180,184.625,201,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-152558.png
